year,month,sex,age_group,deaths,expected,excess,pct_change,age_band
2024,October,Both Sexes,85 to 89,8911,9498,-587,-6.2,Elderly
2024,October,Both Sexes,90 and over,10395,11598,-1203,-10.4,Elderly
2024,October,Male,All ages,25349,27584,-2235,-8.1,All Ages
2024,October,Male,0 to 29,448,443,5,1.2,Infants & Toddlers
2024,October,Male,30 to 44,763,715,48,6.7,Young Adults
2024,October,Male,45 to 49,405,461,-56,-12.1,Middle Aged
2024,October,Male,50 to 54,687,732,-45,-6.2,Middle Aged
2024,October,Male,55 to 59,1098,1130,-32,-2.8,Middle Aged
2024,October,Male,60 to 64,1407,1630,-223,-13.7,Middle Aged
2024,October,Male,65 to 69,1890,2136,-246,-11.5,Older Adults
2024,October,Male,70 to 74,2597,2792,-195,-7,Older Adults
2024,October,Male,75 to 79,3770,4144,-374,-9,Seniors
2024,October,Male,80 to 84,4069,4579,-510,-11.1,Seniors
2024,October,Male,85 to 89,4323,4523,-200,-4.4,Elderly
2024,October,Male,90 and over,3892,4299,-407,-9.5,Elderly
2024,October,Female,All ages,23979,26546,-2567,-9.7,All Ages
2024,October,Female,0 to 29,266,255,11,4.3,Infants & Toddlers
2024,October,Female,30 to 44,422,482,-60,-12.4,Young Adults
2024,October,Female,45 to 49,262,304,-42,-13.8,Middle Aged
2024,October,Female,50 to 54,465,482,-17,-3.5,Middle Aged
2024,October,Female,55 to 59,676,747,-71,-9.6,Middle Aged
2024,October,Female,60 to 64,979,1081,-102,-9.4,Middle Aged
2024,October,Female,65 to 69,1255,1432,-177,-12.4,Older Adults
2024,October,Female,70 to 74,1845,2047,-202,-9.9,Older Adults
2024,October,Female,75 to 79,3039,3296,-257,-7.8,Seniors
2024,October,Female,80 to 84,3679,4144,-465,-11.2,Seniors
2024,October,Female,85 to 89,4588,4975,-387,-7.8,Elderly
2024,October,Female,90 and over,6503,7299,-796,-10.9,Elderly
2024,November,Both Sexes,All ages,46283,52199,-5916,-11.3,All Ages
2024,November,Both Sexes,0 to 29,596,672,-76,-11.3,Infants & Toddlers
2024,November,Both Sexes,30 to 44,1004,1133,-129,-11.4,Young Adults
2024,November,Both Sexes,45 to 49,641,725,-84,-11.6,Middle Aged
2024,November,Both Sexes,50 to 54,1086,1147,-61,-5.3,Middle Aged
2024,November,Both Sexes,55 to 59,1625,1776,-151,-8.5,Middle Aged
2024,November,Both Sexes,60 to 64,2222,2566,-344,-13.4,Middle Aged
2024,November,Both Sexes,65 to 69,2951,3379,-428,-12.7,Older Adults
2024,November,Both Sexes,70 to 74,4085,4627,-542,-11.7,Older Adults
2024,November,Both Sexes,75 to 79,6398,7071,-673,-9.5,Seniors
2024,November,Both Sexes,80 to 84,7347,8425,-1078,-12.8,Seniors
2024,November,Both Sexes,85 to 89,8297,9323,-1026,-11,Elderly
2024,November,Both Sexes,90 and over,10031,11355,-1324,-11.7,Elderly
2024,November,Male,All ages,23537,26558,-3021,-11.4,All Ages
2024,November,Male,0 to 29,398,427,-29,-6.9,Infants & Toddlers
2024,November,Male,30 to 44,627,677,-50,-7.4,Young Adults
2024,November,Male,45 to 49,418,437,-19,-4.4,Middle Aged
2024,November,Male,50 to 54,683,692,-9,-1.4,Middle Aged
2024,November,Male,55 to 59,958,1069,-111,-10.4,Middle Aged
2024,November,Male,60 to 64,1296,1544,-248,-16,Middle Aged
2024,November,Male,65 to 69,1741,2024,-283,-14,Older Adults
2024,November,Male,70 to 74,2388,2671,-283,-10.6,Older Adults
2024,November,Male,75 to 79,3517,3938,-421,-10.7,Seniors
2024,November,Male,80 to 84,3856,4423,-567,-12.8,Seniors
2024,November,Male,85 to 89,4003,4437,-434,-9.8,Elderly
2024,November,Male,90 and over,3652,4217,-565,-13.4,Elderly
2024,November,Female,All ages,22746,25641,-2895,-11.3,All Ages
2024,November,Female,0 to 29,198,245,-47,-19.2,Infants & Toddlers
2024,November,Female,30 to 44,377,456,-79,-17.3,Young Adults
2024,November,Female,45 to 49,223,288,-65,-22.5,Middle Aged
2024,November,Female,50 to 54,403,455,-52,-11.4,Middle Aged
2024,November,Female,55 to 59,667,706,-39,-5.5,Middle Aged
2024,November,Female,60 to 64,926,1022,-96,-9.4,Middle Aged
2024,November,Female,65 to 69,1210,1355,-145,-10.7,Older Adults
2024,November,Female,70 to 74,1697,1956,-259,-13.3,Older Adults
2024,November,Female,75 to 79,2881,3133,-252,-8,Seniors
2024,November,Female,80 to 84,3491,4002,-511,-12.8,Seniors
2024,November,Female,85 to 89,4294,4886,-592,-12.1,Elderly
2024,November,Female,90 and over,6379,7137,-758,-10.6,Elderly
2024,December,Both Sexes,All ages,48287,53979,-5692,-10.5,All Ages
2024,December,Both Sexes,0 to 29,605,655,-50,-7.6,Infants & Toddlers
2024,December,Both Sexes,30 to 44,969,1132,-163,-14.4,Young Adults
2024,December,Both Sexes,45 to 49,614,725,-111,-15.3,Middle Aged
2024,December,Both Sexes,50 to 54,1003,1146,-143,-12.5,Middle Aged
2024,December,Both Sexes,55 to 59,1647,1772,-125,-7.1,Middle Aged
2024,December,Both Sexes,60 to 64,2241,2565,-324,-12.6,Middle Aged
2024,December,Both Sexes,65 to 69,3021,3378,-357,-10.6,Older Adults
2024,December,Both Sexes,70 to 74,4274,4667,-393,-8.4,Older Adults
2024,December,Both Sexes,75 to 79,6593,7304,-711,-9.7,Seniors
2024,December,Both Sexes,80 to 84,7807,8811,-1004,-11.4,Seniors
2024,December,Both Sexes,85 to 89,8750,9756,-1006,-10.3,Elderly
2024,December,Both Sexes,90 and over,10763,12069,-1306,-10.8,Elderly
2024,December,Male,All ages,24362,27384,-3022,-11,All Ages
2024,December,Male,0 to 29,370,416,-46,-11,Infants & Toddlers
2024,December,Male,30 to 44,573,677,-104,-15.4,Young Adults
2024,December,Male,45 to 49,378,437,-59,-13.5,Middle Aged
2024,December,Male,50 to 54,625,692,-67,-9.6,Middle Aged
2024,December,Male,55 to 59,967,1067,-100,-9.4,Middle Aged
2024,December,Male,60 to 64,1327,1543,-216,-14,Middle Aged
2024,December,Male,65 to 69,1769,2024,-255,-12.6,Older Adults
2024,December,Male,70 to 74,2518,2694,-176,-6.5,Older Adults
2024,December,Male,75 to 79,3670,4066,-396,-9.7,Seniors
2024,December,Male,80 to 84,4047,4627,-580,-12.5,Seniors
2024,December,Male,85 to 89,4162,4647,-485,-10.4,Elderly
2024,December,Male,90 and over,3956,4494,-538,-12,Elderly
2024,December,Female,All ages,23925,26595,-2670,-10,All Ages
2024,December,Female,0 to 29,235,239,-4,-1.5,Infants & Toddlers
2024,December,Female,30 to 44,396,455,-59,-13,Young Adults
2024,December,Female,45 to 49,236,288,-52,-18,Middle Aged
2024,December,Female,50 to 54,378,454,-76,-16.7,Middle Aged
2024,December,Female,55 to 59,680,705,-25,-3.5,Middle Aged
2024,December,Female,60 to 64,914,1022,-108,-10.6,Middle Aged
2024,December,Female,65 to 69,1252,1355,-103,-7.6,Older Adults
2024,December,Female,70 to 74,1756,1973,-217,-11,Older Adults
2024,December,Female,75 to 79,2923,3237,-314,-9.7,Seniors
2024,December,Female,80 to 84,3760,4185,-425,-10.2,Seniors
2024,December,Female,85 to 89,4588,5109,-521,-10.2,Elderly
2024,December,Female,90 and over,6807,7576,-769,-10.1,Elderly
2023,All months,Both Sexes,All ages,581363,569639,11724,2.1,All Ages
2023,All months,Both Sexes,0 to 29,7528,7378,150,2,Infants & Toddlers
2023,All months,Both Sexes,30 to 44,12918,12716,202,1.6,Young Adults
2023,All months,Both Sexes,45 to 49,8125,8246,-121,-1.5,Middle Aged
2023,All months,Both Sexes,50 to 54,13727,13499,228,1.7,Middle Aged
2023,All months,Both Sexes,55 to 59,20511,20631,-120,-0.6,Middle Aged
2023,All months,Both Sexes,60 to 64,28150,29089,-939,-3.2,Middle Aged
2023,All months,Both Sexes,65 to 69,37117,38256,-1139,-3,Older Adults
2023,All months,Both Sexes,70 to 74,53245,53164,81,0.2,Older Adults
2023,All months,Both Sexes,75 to 79,79861,79209,652,0.8,Seniors
2023,All months,Both Sexes,80 to 84,91518,89921,1597,1.8,Seniors
2023,All months,Both Sexes,85 to 89,103907,98717,5190,5.3,Elderly
2023,All months,Both Sexes,90 and over,124756,118812,5944,5,Elderly
2023,All months,Male,All ages,295416,289522,5894,2,All Ages
2023,All months,Male,0 to 29,4786,4684,102,2.2,Infants & Toddlers
2023,All months,Male,30 to 44,8132,7579,553,7.3,Young Adults
2023,All months,Male,45 to 49,4943,4966,-23,-0.5,Middle Aged
2023,All months,Male,50 to 54,8454,8127,327,4,Middle Aged
2023,All months,Male,55 to 59,12317,12404,-87,-0.7,Middle Aged
2023,All months,Male,60 to 64,16891,17494,-603,-3.4,Middle Aged
2023,All months,Male,65 to 69,21833,22842,-1009,-4.4,Older Adults
2023,All months,Male,70 to 74,30988,30622,366,1.2,Older Adults
2023,All months,Male,75 to 79,44482,44159,323,0.7,Seniors
2023,All months,Male,80 to 84,47754,47021,733,1.6,Seniors
2023,All months,Male,85 to 89,49308,46682,2626,5.6,Elderly
2023,All months,Male,90 and over,45528,42942,2586,6,Elderly
2023,All months,Female,All ages,285947,280117,5830,2.1,All Ages
2023,All months,Female,0 to 29,2742,2694,48,1.8,Infants & Toddlers
2023,All months,Female,30 to 44,4786,5136,-350,-6.8,Young Adults
2023,All months,Female,45 to 49,3182,3279,-97,-3,Middle Aged
2023,All months,Female,50 to 54,5273,5372,-99,-1.8,Middle Aged
2023,All months,Female,55 to 59,8194,8228,-34,-0.4,Middle Aged
2023,All months,Female,60 to 64,11259,11596,-337,-2.9,Middle Aged
2023,All months,Female,65 to 69,15284,15415,-131,-0.8,Older Adults
2023,All months,Female,70 to 74,22257,22542,-285,-1.3,Older Adults
2023,All months,Female,75 to 79,35379,35050,329,0.9,Seniors
2023,All months,Female,80 to 84,43764,42900,864,2,Seniors
2023,All months,Female,85 to 89,54599,52035,2564,4.9,Elderly
2023,All months,Female,90 and over,79228,75870,3358,4.4,Elderly
2023,January,Both Sexes,All ages,67535,57037,10498,18.4,All Ages
2023,January,Both Sexes,0 to 29,632,631,1,0.1,Infants & Toddlers
2023,January,Both Sexes,30 to 44,1234,1191,43,3.6,Young Adults
2023,January,Both Sexes,45 to 49,771,781,-10,-1.3,Middle Aged
2023,January,Both Sexes,50 to 54,1370,1282,88,6.8,Middle Aged
2023,January,Both Sexes,55 to 59,2087,1952,135,6.9,Middle Aged
2023,January,Both Sexes,60 to 64,3022,2743,279,10.2,Middle Aged
2023,January,Both Sexes,65 to 69,4035,3601,434,12,Older Adults
2023,January,Both Sexes,70 to 74,6025,5241,784,15,Older Adults
2023,January,Both Sexes,75 to 79,8976,7780,1196,15.4,Seniors
2023,January,Both Sexes,80 to 84,10893,8950,1943,21.7,Seniors
2023,January,Both Sexes,85 to 89,12490,10242,2248,22,Elderly
2023,January,Both Sexes,90 and over,16000,12642,3358,26.6,Elderly
2023,January,Male,All ages,33043,28711,4332,15.1,All Ages
2023,January,Male,0 to 29,394,400,-6,-1.4,Infants & Toddlers
2023,January,Male,30 to 44,733,709,24,3.3,Young Adults
2023,January,Male,45 to 49,444,471,-27,-5.7,Middle Aged
2023,January,Male,50 to 54,802,772,30,3.9,Middle Aged
2023,January,Male,55 to 59,1266,1173,93,7.9,Middle Aged
2023,January,Male,60 to 64,1796,1650,146,8.9,Middle Aged
2023,January,Male,65 to 69,2311,2149,162,7.6,Older Adults
2023,January,Male,70 to 74,3513,3017,496,16.4,Older Adults
2023,January,Male,75 to 79,4881,4339,542,12.5,Seniors
2023,January,Male,80 to 84,5588,4674,914,19.5,Seniors
2023,January,Male,85 to 89,5789,4828,961,19.9,Elderly
2023,January,Male,90 and over,5526,4528,998,22,Elderly
2023,January,Female,All ages,34492,28327,6165,21.8,All Ages
2023,January,Female,0 to 29,238,232,6,2.7,Infants & Toddlers
2023,January,Female,30 to 44,501,481,20,4.1,Young Adults
2023,January,Female,45 to 49,327,311,16,5.2,Middle Aged
2023,January,Female,50 to 54,568,511,57,11.2,Middle Aged
2023,January,Female,55 to 59,821,779,42,5.4,Middle Aged
2023,January,Female,60 to 64,1226,1093,133,12.1,Middle Aged
2023,January,Female,65 to 69,1724,1453,271,18.7,Older Adults
2023,January,Female,70 to 74,2512,2224,288,13,Older Adults
2023,January,Female,75 to 79,4095,3442,653,19,Seniors
2023,January,Female,80 to 84,5305,4275,1030,24.1,Seniors
2023,January,Female,85 to 89,6701,5413,1288,23.8,Elderly
2023,January,Female,90 and over,10474,8113,2361,29.1,Elderly
2023,February,Both Sexes,All ages,49448,47355,2093,4.4,All Ages
2023,February,Both Sexes,0 to 29,608,578,30,5.2,Infants & Toddlers
2023,February,Both Sexes,30 to 44,1072,1026,46,4.4,Young Adults
2023,February,Both Sexes,45 to 49,640,670,-30,-4.5,Middle Aged
2023,February,Both Sexes,50 to 54,1115,1103,12,1.1,Middle Aged
2023,February,Both Sexes,55 to 59,1674,1679,-5,-0.3,Middle Aged
2023,February,Both Sexes,60 to 64,2335,2358,-23,-1,Middle Aged
2023,February,Both Sexes,65 to 69,3219,3096,123,4,Older Adults
2023,February,Both Sexes,70 to 74,4431,4390,41,0.9,Older Adults
2023,February,Both Sexes,75 to 79,6648,6412,236,3.7,Seniors
2023,February,Both Sexes,80 to 84,7841,7376,465,6.3,Seniors
2023,February,Both Sexes,85 to 89,8962,8361,601,7.2,Elderly
2023,February,Both Sexes,90 and over,10903,10306,597,5.8,Elderly
2023,February,Male,All ages,24833,23927,906,3.8,All Ages
2023,February,Male,0 to 29,392,366,26,7.1,Infants & Toddlers
2023,February,Male,30 to 44,705,612,93,15.2,Young Adults
2023,February,Male,45 to 49,377,404,-27,-6.6,Middle Aged
2023,February,Male,50 to 54,688,664,24,3.6,Middle Aged
2023,February,Male,55 to 59,1030,1010,20,2,Middle Aged
2023,February,Male,60 to 64,1422,1418,4,0.2,Middle Aged
2023,February,Male,65 to 69,1884,1848,36,1.9,Older Adults
2023,February,Male,70 to 74,2558,2529,29,1.2,Older Adults
2023,February,Male,75 to 79,3680,3577,103,2.9,Seniors
2023,February,Male,80 to 84,4012,3855,157,4.1,Seniors
2023,February,Male,85 to 89,4212,3946,266,6.7,Elderly
2023,February,Male,90 and over,3873,3700,173,4.7,Elderly
2023,February,Female,All ages,24615,23428,1187,5.1,All Ages
2023,February,Female,0 to 29,216,212,4,2,Infants & Toddlers
2023,February,Female,30 to 44,367,415,-48,-11.5,Young Adults
2023,February,Female,45 to 49,263,266,-3,-1.3,Middle Aged
2023,February,Female,50 to 54,427,439,-12,-2.7,Middle Aged
2023,February,Female,55 to 59,644,669,-25,-3.8,Middle Aged
2023,February,Female,60 to 64,913,939,-26,-2.8,Middle Aged
2023,February,Female,65 to 69,1335,1248,87,7,Older Adults
2023,February,Female,70 to 74,1873,1861,12,0.6,Older Adults
2023,February,Female,75 to 79,2968,2835,133,4.7,Seniors
2023,February,Female,80 to 84,3829,3522,307,8.7,Seniors
2023,February,Female,85 to 89,4750,4415,335,7.6,Elderly
2023,February,Female,90 and over,7030,6607,423,6.4,Elderly
2023,March,Both Sexes,All ages,54387,51583,2804,5.4,All Ages
2023,March,Both Sexes,0 to 29,691,667,24,3.7,Infants & Toddlers
2023,March,Both Sexes,30 to 44,1218,1144,74,6.5,Young Adults
2023,March,Both Sexes,45 to 49,758,746,12,1.6,Middle Aged
2023,March,Both Sexes,50 to 54,1280,1226,54,4.4,Middle Aged
2023,March,Both Sexes,55 to 59,1861,1867,-6,-0.3,Middle Aged
2023,March,Both Sexes,60 to 64,2518,2621,-103,-3.9,Middle Aged
2023,March,Both Sexes,65 to 69,3448,3447,1,0,Older Adults
2023,March,Both Sexes,70 to 74,4988,4794,194,4,Older Adults
2023,March,Both Sexes,75 to 79,7358,7151,207,2.9,Seniors
2023,March,Both Sexes,80 to 84,8504,8120,384,4.7,Seniors
2023,March,Both Sexes,85 to 89,9873,8913,960,10.8,Elderly
2023,March,Both Sexes,90 and over,11890,10887,1003,9.2,Elderly
2023,March,Male,All ages,27580,26172,1408,5.4,All Ages
2023,March,Male,0 to 29,436,423,13,3.2,Infants & Toddlers
2023,March,Male,30 to 44,758,682,76,11.1,Young Adults
2023,March,Male,45 to 49,480,449,31,6.8,Middle Aged
2023,March,Male,50 to 54,799,738,61,8.2,Middle Aged
2023,March,Male,55 to 59,1125,1123,2,0.2,Middle Aged
2023,March,Male,60 to 64,1494,1577,-83,-5.3,Middle Aged
2023,March,Male,65 to 69,2015,2058,-43,-2.1,Older Adults
2023,March,Male,70 to 74,2869,2763,106,3.8,Older Adults
2023,March,Male,75 to 79,4159,3988,171,4.3,Seniors
2023,March,Male,80 to 84,4447,4244,203,4.8,Seniors
2023,March,Male,85 to 89,4664,4210,454,10.8,Elderly
2023,March,Male,90 and over,4334,3916,418,10.7,Elderly
2023,March,Female,All ages,26807,25411,1396,5.5,All Ages
2023,March,Female,0 to 29,255,244,11,4.5,Infants & Toddlers
2023,March,Female,30 to 44,460,462,-2,-0.4,Young Adults
2023,March,Female,45 to 49,278,296,-18,-6.2,Middle Aged
2023,March,Female,50 to 54,481,488,-7,-1.4,Middle Aged
2023,March,Female,55 to 59,736,744,-8,-1.1,Middle Aged
2023,March,Female,60 to 64,1024,1044,-20,-1.9,Middle Aged
2023,March,Female,65 to 69,1433,1388,45,3.2,Older Adults
2023,March,Female,70 to 74,2119,2031,88,4.3,Older Adults
2023,March,Female,75 to 79,3199,3163,36,1.1,Seniors
2023,March,Female,80 to 84,4057,3877,180,4.7,Seniors
2023,March,Female,85 to 89,5209,4703,506,10.8,Elderly
2023,March,Female,90 and over,7556,6971,585,8.4,Elderly
2023,April,Both Sexes,All ages,44810,42542,2268,5.3,All Ages
2023,April,Both Sexes,0 to 29,561,542,19,3.6,Infants & Toddlers
2023,April,Both Sexes,30 to 44,978,950,28,3,Young Adults
2023,April,Both Sexes,45 to 49,608,617,-9,-1.5,Middle Aged
2023,April,Both Sexes,50 to 54,1013,1015,-2,-0.2,Middle Aged
2023,April,Both Sexes,55 to 59,1603,1546,57,3.7,Middle Aged
2023,April,Both Sexes,60 to 64,2183,2174,9,0.4,Middle Aged
2023,April,Both Sexes,65 to 69,2899,2859,40,1.4,Older Adults
2023,April,Both Sexes,70 to 74,4109,3993,116,2.9,Older Adults
2023,April,Both Sexes,75 to 79,6223,5914,309,5.2,Seniors
2023,April,Both Sexes,80 to 84,7076,6700,376,5.6,Seniors
2023,April,Both Sexes,85 to 89,7943,7405,538,7.3,Elderly
2023,April,Both Sexes,90 and over,9614,8828,786,8.9,Elderly
2023,April,Male,All ages,22893,21619,1274,5.9,All Ages
2023,April,Male,0 to 29,360,344,16,4.7,Infants & Toddlers
2023,April,Male,30 to 44,606,566,40,7,Young Adults
2023,April,Male,45 to 49,373,372,1,0.3,Middle Aged
2023,April,Male,50 to 54,643,611,32,5.2,Middle Aged
2023,April,Male,55 to 59,951,930,21,2.3,Middle Aged
2023,April,Male,60 to 64,1324,1308,16,1.2,Middle Aged
2023,April,Male,65 to 69,1746,1707,39,2.3,Older Adults
2023,April,Male,70 to 74,2331,2301,30,1.3,Older Adults
2023,April,Male,75 to 79,3478,3297,181,5.5,Seniors
2023,April,Male,80 to 84,3693,3502,191,5.5,Seniors
2023,April,Male,85 to 89,3847,3500,347,9.9,Elderly
2023,April,Male,90 and over,3541,3181,360,11.3,Elderly
2023,April,Female,All ages,21917,20924,993,4.7,All Ages
2023,April,Female,0 to 29,201,198,3,1.6,Infants & Toddlers
2023,April,Female,30 to 44,372,384,-12,-3,Young Adults
2023,April,Female,45 to 49,235,245,-10,-4.2,Middle Aged
2023,April,Female,50 to 54,370,404,-34,-8.4,Middle Aged
2023,April,Female,55 to 59,652,616,36,5.8,Middle Aged
2023,April,Female,60 to 64,859,866,-7,-0.8,Middle Aged
2023,April,Female,65 to 69,1153,1152,1,0.1,Older Adults
2023,April,Female,70 to 74,1778,1692,86,5.1,Older Adults
2023,April,Female,75 to 79,2745,2616,129,4.9,Seniors
2023,April,Female,80 to 84,3383,3198,185,5.8,Seniors
2023,April,Female,85 to 89,4096,3906,190,4.9,Elderly
2023,April,Female,90 and over,6073,5647,426,7.5,Elderly
2023,May,Both Sexes,All ages,47619,46401,1218,2.6,All Ages
2023,May,Both Sexes,0 to 29,656,638,18,2.8,Infants & Toddlers
2023,May,Both Sexes,30 to 44,1113,1063,50,4.7,Young Adults
2023,May,Both Sexes,45 to 49,717,690,27,3.9,Middle Aged
2023,May,Both Sexes,50 to 54,1132,1134,-2,-0.2,Middle Aged
2023,May,Both Sexes,55 to 59,1728,1729,-1,-0.1,Middle Aged
2023,May,Both Sexes,60 to 64,2357,2433,-76,-3.1,Middle Aged
2023,May,Both Sexes,65 to 69,3090,3198,-108,-3.4,Older Adults
2023,May,Both Sexes,70 to 74,4446,4347,99,2.3,Older Adults
2023,May,Both Sexes,75 to 79,6614,6496,118,1.8,Seniors
2023,May,Both Sexes,80 to 84,7469,7379,90,1.2,Seniors
2023,May,Both Sexes,85 to 89,8302,7989,313,3.9,Elderly
2023,May,Both Sexes,90 and over,9995,9303,692,7.4,Elderly
2023,May,Male,All ages,24497,23671,826,3.5,All Ages
2023,May,Male,0 to 29,434,405,29,7,Infants & Toddlers
2023,May,Male,30 to 44,681,633,48,7.5,Young Adults
2023,May,Male,45 to 49,464,416,48,11.7,Middle Aged
2023,May,Male,50 to 54,716,683,33,4.8,Middle Aged
2023,May,Male,55 to 59,1078,1040,38,3.7,Middle Aged
2023,May,Male,60 to 64,1410,1464,-54,-3.7,Middle Aged
2023,May,Male,65 to 69,1861,1910,-49,-2.5,Older Adults
2023,May,Male,70 to 74,2612,2505,107,4.3,Older Adults
2023,May,Male,75 to 79,3720,3623,97,2.7,Seniors
2023,May,Male,80 to 84,3945,3858,87,2.3,Seniors
2023,May,Male,85 to 89,3891,3777,114,3,Elderly
2023,May,Male,90 and over,3685,3357,328,9.8,Elderly
2023,May,Female,All ages,23122,22730,392,1.7,All Ages
2023,May,Female,0 to 29,222,233,-11,-4.7,Infants & Toddlers
2023,May,Female,30 to 44,432,429,3,0.7,Young Adults
2023,May,Female,45 to 49,253,274,-21,-7.7,Middle Aged
2023,May,Female,50 to 54,416,451,-35,-7.8,Middle Aged
2023,May,Female,55 to 59,650,689,-39,-5.7,Middle Aged
2023,May,Female,60 to 64,947,970,-23,-2.3,Middle Aged
2023,May,Female,65 to 69,1229,1289,-60,-4.6,Older Adults
2023,May,Female,70 to 74,1834,1842,-8,-0.4,Older Adults
2023,May,Female,75 to 79,2894,2873,21,0.7,Seniors
2023,May,Female,80 to 84,3524,3521,3,0.1,Seniors
2023,May,Female,85 to 89,4411,4212,199,4.7,Elderly
2023,May,Female,90 and over,6310,5946,364,6.1,Elderly
2023,June,Both Sexes,All ages,46846,43984,2862,6.5,All Ages
2023,June,Both Sexes,0 to 29,661,620,41,6.6,Infants & Toddlers
2023,June,Both Sexes,30 to 44,1058,1023,35,3.4,Young Adults
2023,June,Both Sexes,45 to 49,704,662,42,6.4,Middle Aged
2023,June,Both Sexes,50 to 54,1136,1088,48,4.4,Middle Aged
2023,June,Both Sexes,55 to 59,1752,1662,90,5.4,Middle Aged
2023,June,Both Sexes,60 to 64,2365,2342,23,1,Middle Aged
2023,June,Both Sexes,65 to 69,2987,3076,-89,-2.9,Older Adults
2023,June,Both Sexes,70 to 74,4478,4207,271,6.5,Older Adults
2023,June,Both Sexes,75 to 79,6698,6210,488,7.9,Seniors
2023,June,Both Sexes,80 to 84,7324,6917,407,5.9,Seniors
2023,June,Both Sexes,85 to 89,8283,7445,838,11.3,Elderly
2023,June,Both Sexes,90 and over,9400,8733,667,7.6,Elderly
2023,June,Male,All ages,24159,22482,1677,7.5,All Ages
