year,sex,age_group,cause,icd10_code,deaths,crude_rate,mean_age,yll_16_64,yll_u75,yll_rate,age_band
2019,Female,All ages (excluding under 1),Multiple myeloma and malignant plasma cell neoplasms,C90,1171,3.9,78,1,3,12.8,NA
2019,Female,All ages (excluding under 1),Leukaemia,C91 to C95,1815,6.1,76,5,9,34.8,NA
2019,Female,All ages (excluding under 1),Diabetes mellitus,E10 to E14,3172,10.6,82,4,9,34.8,NA
2019,Female,All ages (excluding under 1),Dementia,"F01, F03",29339,98.1,89,0,4,13,NA
2019,Female,All ages (excluding under 1),Mental and behavioural disorders due to psychoactive substance use,"F11 to F16, F18 to F19",27,0.1,42,1,1,3.3,NA
2019,Female,All ages (excluding under 1),Motor neuron disease,G12.2,907,3,73,1,5,16.7,NA
2019,Female,All ages (excluding under 1),Alzheimer disease,G30,13451,45,88,0,3,11.5,NA
2019,Female,All ages (excluding under 1),Multiple sclerosis,G35,876,2.9,69,3,7,25.9,NA
2019,Female,All ages (excluding under 1),Ischaemic heart diseases,I20 to I25,20223,67.6,82,15,45,167,NA
2019,Female,All ages (excluding under 1),Cerebrovascular diseases,I60 to I69,16693,55.8,84,11,29,107.7,NA
2019,Female,All ages (excluding under 1),Influenza,J09 to J11,642,2.1,76,2,4,15.5,NA
2019,Female,All ages (excluding under 1),Pneumonia,J12 to J18,13465,45,86,10,21,79,NA
2019,Female,All ages (excluding under 1),"Bronchitis, emphysema, and other chronic pulmonary disease",J40 to J44,13641,45.6,79,8,33,122,NA
2019,Female,All ages (excluding under 1),Asthma and status asthmaticus,J45 to J46,884,3,81,2,3,11.6,NA
2019,Female,All ages (excluding under 1),Gastric and duodenal ulcer,K25 to K27,729,2.4,80,1,2,8.6,NA
2019,Female,All ages (excluding under 1),Diseases of the liver,K70 to K77,3266,10.9,63,23,45,165.6,NA
2019,Female,All ages (excluding under 1),Land transport accidents,V01 to V09,406,1.4,55,6,9,33,NA
2019,Female,All ages (excluding under 1),Accidental poisoning by and exposure to noxious substances,X40 to X49,1123,3.8,47,21,32,116.5,NA
2019,Female,All ages (excluding under 1),Intentional self-harm,X60 to X84,1111,3.7,47,22,32,116.9,NA
2019,Female,All ages (excluding under 1),Intentional self-harm; and event of undetermined intent,"X60 to X84, Y10 to Y34",1389,4.6,47,27,39,144.6,NA
2019,Female,All ages (excluding under 1),COVID-19,"U07.1 to U07.2, U10.9",NA,NA,NA,NA,NA,NA,NA
2018,Both Sexes,All ages (excluding under 1),All causes,"A00 to R99, U00 to Y89",539018,923.8,79,1007,2213,4138.1,NA
2018,Both Sexes,All ages (excluding under 1),"Tuberculosis, including sequelae","A15 to A19, B90",225,0.4,74,1,2,2.9,NA
2018,Both Sexes,All ages (excluding under 1),Meningococcal infection and meningitis,"A39, G00 to G03",208,0.4,59,3,4,7.5,NA
2018,Both Sexes,All ages (excluding under 1),Malignant neoplasm of oesophagus,C15,7008,12,74,11,36,67.4,NA
2018,Both Sexes,All ages (excluding under 1),Malignant neoplasm of stomach,C16,3663,6.3,75,7,19,35.5,NA
2018,Both Sexes,All ages (excluding under 1),Malignant neoplasm of colon,C18,8220,14.1,77,14,36,67.2,NA
2018,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of rectosigmoid junction, rectum, and anus",C19 to C21,6657,11.4,74,15,38,71.3,NA
2018,Both Sexes,All ages (excluding under 1),Malignant neoplasm of liver and intra hepatic bile ducts,C22,5056,8.7,74,8,25,47.5,NA
2018,Both Sexes,All ages (excluding under 1),Malignant neoplasm of pancreas,C25,8544,14.6,74,13,42,78.5,NA
2018,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of trachea, bronchus and lung",C33 to C34,29626,50.8,74,37,134,249.8,NA
2018,Both Sexes,All ages (excluding under 1),Malignant melanoma of skin,C43,2116,3.6,73,6,14,27,NA
2018,Both Sexes,All ages (excluding under 1),Other malignant neoplasm of the skin,C44,739,1.3,81,1,2,3.7,NA
2018,Both Sexes,All ages (excluding under 1),Malignant neoplasm of breast,C50,10314,17.7,72,37,79,148.1,NA
2018,Both Sexes,All ages (excluding under 1),Malignant neoplasm of cervix uteri,C53,767,1.3,63,7,11,21.3,NA
2018,Both Sexes,All ages (excluding under 1),Malignant neoplasm of ovary,C56,3624,6.2,72,9,23,43.8,NA
2018,Both Sexes,All ages (excluding under 1),Malignant neoplasm of prostate,C61,10702,18.3,81,3,17,31.3,NA
2018,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of kidney, except pelvis",C64,3552,6.1,74,7,19,35.2,NA
2018,Both Sexes,All ages (excluding under 1),Malignant neoplasm of bladder,C67,4825,8.3,80,3,11,20.6,NA
2018,Both Sexes,All ages (excluding under 1),Malignant neoplasm of brain,C71,3999,6.9,65,25,48,90.5,NA
2018,Both Sexes,All ages (excluding under 1),Non-Hodgkins lymphoma,C82 to C85,4417,7.6,76,7,19,34.9,NA
2018,Both Sexes,All ages (excluding under 1),Multiple myeloma and malignant plasma cell neoplasms,C90,2776,4.8,77,3,9,17.4,NA
2018,Both Sexes,All ages (excluding under 1),Leukaemia,C91 to C95,4225,7.2,75,12,24,45.3,NA
2018,Both Sexes,All ages (excluding under 1),Diabetes mellitus,E10 to E14,6349,10.9,79,12,26,47.7,NA
2018,Both Sexes,All ages (excluding under 1),Dementia,"F01, F03",49614,85,88,1,9,16,NA
2018,Both Sexes,All ages (excluding under 1),Mental and behavioural disorders due to psychoactive substance use,"F11 to F16, F18 to F19",144,0.2,41,3,5,9.1,NA
2018,Both Sexes,All ages (excluding under 1),Motor neuron disease,G12.2,1882,3.2,72,4,11,20.3,NA
2018,Both Sexes,All ages (excluding under 1),Alzheimer disease,G30,19864,34,87,0,5,9.9,NA
2018,Both Sexes,All ages (excluding under 1),Multiple sclerosis,G35,1372,2.4,67,5,13,24.8,NA
2018,Both Sexes,All ages (excluding under 1),Ischaemic heart diseases,I20 to I25,55995,96,78,76,214,399.5,NA
2018,Both Sexes,All ages (excluding under 1),Cerebrovascular diseases,I60 to I69,31278,53.6,82,28,71,133,NA
2018,Both Sexes,All ages (excluding under 1),Influenza,J09 to J11,1596,2.7,79,4,7,13.2,NA
2018,Both Sexes,All ages (excluding under 1),Pneumonia,J12 to J18,27910,47.8,85,22,52,97.7,NA
2018,Both Sexes,All ages (excluding under 1),"Bronchitis, emphysema, and other chronic pulmonary disease",J40 to J44,29016,49.7,79,17,74,138.8,NA
2018,Both Sexes,All ages (excluding under 1),Asthma and status asthmaticus,J45 to J46,1422,2.4,79,4,7,13.6,NA
2018,Both Sexes,All ages (excluding under 1),Gastric and duodenal ulcer,K25 to K27,1806,3.1,76,4,9,17.6,NA
2018,Both Sexes,All ages (excluding under 1),Diseases of the liver,K70 to K77,8273,14.2,62,60,119,222.7,NA
2018,Both Sexes,All ages (excluding under 1),Land transport accidents,V01 to V09,1544,2.6,49,31,43,80.4,NA
2018,Both Sexes,All ages (excluding under 1),Accidental poisoning by and exposure to noxious substances,X40 to X49,3814,6.5,44,82,119,222.5,NA
2018,Both Sexes,All ages (excluding under 1),Intentional self-harm,X60 to X84,4403,7.5,48,85,123,230.1,NA
2018,Both Sexes,All ages (excluding under 1),Intentional self-harm; and event of undetermined intent,"X60 to X84, Y10 to Y34",5430,9.3,47,106,153,286.5,NA
2018,Both Sexes,All ages (excluding under 1),COVID-19,"U07.1 to U07.2, U10.9",NA,NA,NA,NA,NA,NA,NA
2018,Male,All ages (excluding under 1),All causes,"A00 to R99, U00 to Y89",266520,931.5,76,630,1353,5098,NA
2018,Male,All ages (excluding under 1),"Tuberculosis, including sequelae","A15 to A19, B90",137,0.5,74,1,1,3.8,NA
2018,Male,All ages (excluding under 1),Meningococcal infection and meningitis,"A39, G00 to G03",116,0.4,56,2,2,9.3,NA
2018,Male,All ages (excluding under 1),Malignant neoplasm of oesophagus,C15,4874,17,73,9,28,105.5,NA
2018,Male,All ages (excluding under 1),Malignant neoplasm of stomach,C16,2363,8.3,74,5,12,46.9,NA
2018,Male,All ages (excluding under 1),Malignant neoplasm of colon,C18,4159,14.5,76,7,19,73.3,NA
2018,Male,All ages (excluding under 1),"Malignant neoplasm of rectosigmoid junction, rectum, and anus",C19 to C21,3884,13.6,73,9,23,86.4,NA
2018,Male,All ages (excluding under 1),Malignant neoplasm of liver and intra hepatic bile ducts,C22,3130,10.9,73,5,17,63.6,NA
2018,Male,All ages (excluding under 1),Malignant neoplasm of pancreas,C25,4433,15.5,73,8,24,90.7,NA
2018,Male,All ages (excluding under 1),"Malignant neoplasm of trachea, bronchus and lung",C33 to C34,16070,56.2,74,20,73,274.3,NA
2018,Male,All ages (excluding under 1),Malignant melanoma of skin,C43,1276,4.5,72,4,9,32.4,NA
2018,Male,All ages (excluding under 1),Other malignant neoplasm of the skin,C44,498,1.7,80,1,1,5.3,NA
2018,Male,All ages (excluding under 1),Malignant neoplasm of breast,C50,83,0.3,75,0,0,1.4,NA
2018,Male,All ages (excluding under 1),Malignant neoplasm of cervix uteri,C53,NA,NA,NA,NA,NA,NA,NA
2018,Male,All ages (excluding under 1),Malignant neoplasm of ovary,C56,NA,NA,NA,NA,NA,NA,NA
2018,Male,All ages (excluding under 1),Malignant neoplasm of prostate,C61,10702,37.4,81,3,17,63.1,NA
2018,Male,All ages (excluding under 1),"Malignant neoplasm of kidney, except pelvis",C64,2220,7.8,73,5,13,48.4,NA
2018,Male,All ages (excluding under 1),Malignant neoplasm of bladder,C67,3304,11.5,80,2,7,26.9,NA
2018,Male,All ages (excluding under 1),Malignant neoplasm of brain,C71,2326,8.1,64,15,29,107.4,NA
2018,Male,All ages (excluding under 1),Non-Hodgkins lymphoma,C82 to C85,2504,8.8,75,5,12,44.1,NA
2018,Male,All ages (excluding under 1),Multiple myeloma and malignant plasma cell neoplasms,C90,1529,5.3,76,2,6,21.2,NA
2018,Male,All ages (excluding under 1),Leukaemia,C91 to C95,2474,8.6,74,7,15,55.2,NA
2018,Male,All ages (excluding under 1),Diabetes mellitus,E10 to E14,3271,11.4,77,8,17,62.7,NA
2018,Male,All ages (excluding under 1),Dementia,"F01, F03",17383,60.8,86,0,4,16.9,NA
2018,Male,All ages (excluding under 1),Mental and behavioural disorders due to psychoactive substance use,"F11 to F16, F18 to F19",104,0.4,41,2,4,13.2,NA
2018,Male,All ages (excluding under 1),Motor neuron disease,G12.2,1073,3.8,72,2,6,23.9,NA
2018,Male,All ages (excluding under 1),Alzheimer disease,G30,6369,22.3,85,0,2,8.7,NA
2018,Male,All ages (excluding under 1),Multiple sclerosis,G35,490,1.7,66,2,5,19.8,NA
2018,Male,All ages (excluding under 1),Ischaemic heart diseases,I20 to I25,35442,123.9,76,61,168,633.2,NA
2018,Male,All ages (excluding under 1),Cerebrovascular diseases,I60 to I69,13457,47,80,16,40,149.4,NA
2018,Male,All ages (excluding under 1),Influenza,J09 to J11,719,2.5,77,2,4,15.2,NA
2018,Male,All ages (excluding under 1),Pneumonia,J12 to J18,12765,44.6,83,14,31,118,NA
2018,Male,All ages (excluding under 1),"Bronchitis, emphysema, and other chronic pulmonary disease",J40 to J44,14850,51.9,78,9,40,152.1,NA
2018,Male,All ages (excluding under 1),Asthma and status asthmaticus,J45 to J46,436,1.5,74,2,4,14.3,NA
2018,Male,All ages (excluding under 1),Gastric and duodenal ulcer,K25 to K27,989,3.5,73,3,7,24.8,NA
2018,Male,All ages (excluding under 1),Diseases of the liver,K70 to K77,5122,17.9,61,38,76,285.3,NA
2018,Male,All ages (excluding under 1),Land transport accidents,V01 to V09,1169,4.1,46,26,35,132.2,NA
2018,Male,All ages (excluding under 1),Accidental poisoning by and exposure to noxious substances,X40 to X49,2758,9.6,43,62,89,335.1,NA
2018,Male,All ages (excluding under 1),Intentional self-harm,X60 to X84,3379,11.8,48,65,95,356.2,NA
2018,Male,All ages (excluding under 1),Intentional self-harm; and event of undetermined intent,"X60 to X84, Y10 to Y34",4105,14.3,47,80,116,439,NA
2018,Male,All ages (excluding under 1),COVID-19,"U07.1 to U07.2, U10.9",NA,NA,NA,NA,NA,NA,NA
2018,Female,All ages (excluding under 1),All causes,"A00 to R99, U00 to Y89",272498,916.5,81,378,860,3192.6,NA
2018,Female,All ages (excluding under 1),"Tuberculosis, including sequelae","A15 to A19, B90",88,0.3,76,0,1,2,NA
2018,Female,All ages (excluding under 1),Meningococcal infection and meningitis,"A39, G00 to G03",92,0.3,62,1,2,5.6,NA
2018,Female,All ages (excluding under 1),Malignant neoplasm of oesophagus,C15,2134,7.2,77,2,8,29.9,NA
2018,Female,All ages (excluding under 1),Malignant neoplasm of stomach,C16,1300,4.4,76,3,7,24.4,NA
2018,Female,All ages (excluding under 1),Malignant neoplasm of colon,C18,4061,13.7,78,7,17,61.2,NA
2018,Female,All ages (excluding under 1),"Malignant neoplasm of rectosigmoid junction, rectum, and anus",C19 to C21,2773,9.3,75,6,15,56.4,NA
2018,Female,All ages (excluding under 1),Malignant neoplasm of liver and intra hepatic bile ducts,C22,1926,6.5,76,3,9,31.7,NA
2018,Female,All ages (excluding under 1),Malignant neoplasm of pancreas,C25,4111,13.8,76,6,18,66.4,NA
2018,Female,All ages (excluding under 1),"Malignant neoplasm of trachea, bronchus and lung",C33 to C34,13556,45.6,75,17,61,225.7,NA
2018,Female,All ages (excluding under 1),Malignant melanoma of skin,C43,840,2.8,73,3,6,21.7,NA
2018,Female,All ages (excluding under 1),Other malignant neoplasm of the skin,C44,241,0.8,83,0,1,2.1,NA
2018,Female,All ages (excluding under 1),Malignant neoplasm of breast,C50,10231,34.4,72,37,79,292.6,NA
2018,Female,All ages (excluding under 1),Malignant neoplasm of cervix uteri,C53,767,2.6,63,7,11,42.4,NA
2018,Female,All ages (excluding under 1),Malignant neoplasm of ovary,C56,3624,12.2,72,9,23,87,NA
2018,Female,All ages (excluding under 1),Malignant neoplasm of prostate,C61,NA,NA,NA,NA,NA,NA,NA
2018,Female,All ages (excluding under 1),"Malignant neoplasm of kidney, except pelvis",C64,1332,4.5,76,2,6,22.1,NA
2018,Female,All ages (excluding under 1),Malignant neoplasm of bladder,C67,1521,5.1,80,1,4,14.5,NA
2018,Female,All ages (excluding under 1),Malignant neoplasm of brain,C71,1673,5.6,66,10,20,73.8,NA
2018,Female,All ages (excluding under 1),Non-Hodgkins lymphoma,C82 to C85,1913,6.4,77,3,7,25.9,NA
2018,Female,All ages (excluding under 1),Multiple myeloma and malignant plasma cell neoplasms,C90,1247,4.2,78,1,4,13.8,NA
2018,Female,All ages (excluding under 1),Leukaemia,C91 to C95,1751,5.9,76,5,10,35.4,NA
2018,Female,All ages (excluding under 1),Diabetes mellitus,E10 to E14,3078,10.4,82,4,9,33,NA
2018,Female,All ages (excluding under 1),Dementia,"F01, F03",32231,108.4,89,0,4,15.1,NA
2018,Female,All ages (excluding under 1),Mental and behavioural disorders due to psychoactive substance use,"F11 to F16, F18 to F19",40,0.1,41,1,1,5.1,NA
2018,Female,All ages (excluding under 1),Motor neuron disease,G12.2,809,2.7,73,2,5,16.7,NA
2018,Female,All ages (excluding under 1),Alzheimer disease,G30,13495,45.4,88,0,3,11,NA
2018,Female,All ages (excluding under 1),Multiple sclerosis,G35,882,3,68,3,8,29.6,NA
2018,Female,All ages (excluding under 1),Ischaemic heart diseases,I20 to I25,20553,69.1,82,15,46,169.4,NA
2018,Female,All ages (excluding under 1),Cerebrovascular diseases,I60 to I69,17821,59.9,84,12,31,116.7,NA
2018,Female,All ages (excluding under 1),Influenza,J09 to J11,877,2.9,81,1,3,11.2,NA
2018,Female,All ages (excluding under 1),Pneumonia,J12 to J18,15145,50.9,86,8,21,77.6,NA
2018,Female,All ages (excluding under 1),"Bronchitis, emphysema, and other chronic pulmonary disease",J40 to J44,14166,47.6,79,8,34,125.8,NA
2018,Female,All ages (excluding under 1),Asthma and status asthmaticus,J45 to J46,986,3.3,81,2,3,12.9,NA
2018,Female,All ages (excluding under 1),Gastric and duodenal ulcer,K25 to K27,817,2.7,80,1,3,10.5,NA
2018,Female,All ages (excluding under 1),Diseases of the liver,K70 to K77,3151,10.6,63,22,43,161.1,NA
2018,Female,All ages (excluding under 1),Land transport accidents,V01 to V09,375,1.3,57,6,8,29.4,NA
2018,Female,All ages (excluding under 1),Accidental poisoning by and exposure to noxious substances,X40 to X49,1056,3.6,47,20,30,111.5,NA
2018,Female,All ages (excluding under 1),Intentional self-harm,X60 to X84,1024,3.4,48,20,29,105.8,NA
2018,Female,All ages (excluding under 1),Intentional self-harm; and event of undetermined intent,"X60 to X84, Y10 to Y34",1325,4.5,48,25,37,136.4,NA
2018,Female,All ages (excluding under 1),COVID-19,"U07.1 to U07.2, U10.9",NA,NA,NA,NA,NA,NA,NA
2017,Both Sexes,All ages (excluding under 1),All causes,"A00 to R99, U00 to Y89",530546,914.4,79,968,2149,4035.7,NA
2017,Both Sexes,All ages (excluding under 1),"Tuberculosis, including sequelae","A15 to A19, B90",229,0.4,73,1,2,3.2,NA
2017,Both Sexes,All ages (excluding under 1),Meningococcal infection and meningitis,"A39, G00 to G03",199,0.3,57,2,4,7.4,NA
2017,Both Sexes,All ages (excluding under 1),Malignant neoplasm of oesophagus,C15,6905,11.9,74,12,37,68.9,NA
2017,Both Sexes,All ages (excluding under 1),Malignant neoplasm of stomach,C16,3772,6.5,75,7,18,34.5,NA
2017,Both Sexes,All ages (excluding under 1),Malignant neoplasm of colon,C18,8290,14.3,77,13,35,66.5,NA
2017,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of rectosigmoid junction, rectum, and anus",C19 to C21,6613,11.4,74,14,37,69.1,NA
2017,Both Sexes,All ages (excluding under 1),Malignant neoplasm of liver and intra hepatic bile ducts,C22,4967,8.6,74,9,27,50.1,NA
2017,Both Sexes,All ages (excluding under 1),Malignant neoplasm of pancreas,C25,8405,14.5,74,13,41,76.2,NA
2017,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of trachea, bronchus and lung",C33 to C34,30131,51.9,74,37,137,257.5,NA
2017,Both Sexes,All ages (excluding under 1),Malignant melanoma of skin,C43,2106,3.6,72,7,16,29.9,NA
2017,Both Sexes,All ages (excluding under 1),Other malignant neoplasm of the skin,C44,1155,2,81,1,4,6.7,NA
2017,Both Sexes,All ages (excluding under 1),Malignant neoplasm of breast,C50,10219,17.6,72,36,78,146.1,NA
2017,Both Sexes,All ages (excluding under 1),Malignant neoplasm of cervix uteri,C53,730,1.3,63,6,11,20.3,NA
2017,Both Sexes,All ages (excluding under 1),Malignant neoplasm of ovary,C56,3472,6,72,8,22,40.9,NA
2017,Both Sexes,All ages (excluding under 1),Malignant neoplasm of prostate,C61,10755,18.5,81,3,17,31.8,NA
2017,Both Sexes,All ages (excluding under 1),"Malignant neoplasm of kidney, except pelvis",C64,3545,6.1,74,7,20,37.9,NA
2017,Both Sexes,All ages (excluding under 1),Malignant neoplasm of bladder,C67,5014,8.6,80,4,13,24,NA
2017,Both Sexes,All ages (excluding under 1),Malignant neoplasm of brain,C71,3821,6.6,65,23,46,85.9,NA
2017,Both Sexes,All ages (excluding under 1),Non-Hodgkins lymphoma,C82 to C85,4348,7.5,76,8,20,38.2,NA
2017,Both Sexes,All ages (excluding under 1),Multiple myeloma and malignant plasma cell neoplasms,C90,2756,4.8,77,3,10,18.2,NA
2017,Both Sexes,All ages (excluding under 1),Leukaemia,C91 to C95,4314,7.4,75,11,23,43.4,NA
2017,Both Sexes,All ages (excluding under 1),Diabetes mellitus,E10 to E14,6045,10.4,79,11,24,45,NA
2017,Both Sexes,All ages (excluding under 1),Dementia,"F01, F03",49657,85.6,88,1,8,15.5,NA
2017,Both Sexes,All ages (excluding under 1),Mental and behavioural disorders due to psychoactive substance use,"F11 to F16, F18 to F19",118,0.2,44,3,4,7,NA
2017,Both Sexes,All ages (excluding under 1),Motor neuron disease,G12.2,1903,3.3,72,4,12,22.2,NA
2017,Both Sexes,All ages (excluding under 1),Alzheimer disease,G30,17984,31,87,1,5,9.6,NA
2017,Both Sexes,All ages (excluding under 1),Multiple sclerosis,G35,1328,2.3,68,5,12,23.3,NA
2017,Both Sexes,All ages (excluding under 1),Ischaemic heart diseases,I20 to I25,57923,99.8,79,75,211,395.6,NA
2017,Both Sexes,All ages (excluding under 1),Cerebrovascular diseases,I60 to I69,31701,54.6,83,28,70,131.5,NA
2017,Both Sexes,All ages (excluding under 1),Influenza,J09 to J11,457,0.8,81,1,2,3.2,NA
2017,Both Sexes,All ages (excluding under 1),Pneumonia,J12 to J18,27167,46.8,85,20,48,89.5,NA
2017,Both Sexes,All ages (excluding under 1),"Bronchitis, emphysema, and other chronic pulmonary disease",J40 to J44,28597,49.3,79,16,71,132.8,NA
2017,Both Sexes,All ages (excluding under 1),Asthma and status asthmaticus,J45 to J46,1319,2.3,79,4,7,13.5,NA
2017,Both Sexes,All ages (excluding under 1),Gastric and duodenal ulcer,K25 to K27,1866,3.2,77,4,9,16.9,NA
2017,Both Sexes,All ages (excluding under 1),Diseases of the liver,K70 to K77,8448,14.6,61,64,125,234.6,NA
2017,Both Sexes,All ages (excluding under 1),Land transport accidents,V01 to V09,1556,2.7,49,30,42,79.8,NA
2017,Both Sexes,All ages (excluding under 1),Accidental poisoning by and exposure to noxious substances,X40 to X49,3266,5.6,44,70,101,189.7,NA
2017,Both Sexes,All ages (excluding under 1),Intentional self-harm,X60 to X84,3930,6.8,48,74,109,204.1,NA
2017,Both Sexes,All ages (excluding under 1),Intentional self-harm; and event of undetermined intent,"X60 to X84, Y10 to Y34",4853,8.4,48,93,136,255.6,NA
2017,Both Sexes,All ages (excluding under 1),COVID-19,"U07.1 to U07.2, U10.9",NA,NA,NA,NA,NA,NA,NA
2017,Male,All ages (excluding under 1),All causes,"A00 to R99, U00 to Y89",261161,917.2,76,602,1311,4954.8,NA
2017,Male,All ages (excluding under 1),"Tuberculosis, including sequelae","A15 to A19, B90",144,0.5,72,1,1,4.6,NA
